movieskey,moviename,deathcount,deathcomment
1166,Wishmaster 4: The Prophecy Fulfilled,8,7 and the Djinn
1167,The Jackal,18,18
1168,Sherlock Holmes: A Game of Shadows,36,36
1169,Bronx Tale,6,6
1170,Freedom Writers,3,3
1171,Gosford Park,17,1 person and 16 birds
1172,Daydream Nation,4,4
1173,Like Water for Chocolate,9,8 and a baby
1174,Cop Land,8,8
1175,Messages Deleted,6,6
1176,Hellbent,5,5
1177,Children of the Corn,23,22 and a dog
1178,Chrystal,3,2 and a dog
1179,Vile,9,8 and a fetus
1180,Bachelor Party in the Bungalow of the Damned,6,"2 people, 3 awful vampire chicks and 1 crappy male vampire"
1181,Sutures,16,16
1182,Pirates of the Caribbean: On Stranger Tides,63,"56 people, 2 mermaids, 3 poisonous toads and 2 zombie pirates"
1183,Sister My Sister,2,2
1184,The Fish Child,5,3 people and 2 dogs
1185,The Santa Clause,1,1 Santa
1186,The Little Girl Who Lives Down the Lane,3,2 people and a hamster
1187,Amityville II: The Possession,5,5
1188,The Hole,4,4
1189,Charade,4,4
1190,The Andromeda Strain,13,"3 people, 6 birds, 3 rats and a monkey"
1191,New Year's Evil,7,7
1192,Jonah Hex,482,482
1193,Dorian Gray,5,4 and 1 maggot
1194,The Way of the Gun,16,16
1195,Push,40,27 people and 13 fish
1196,Paycheck,6,6
1197,X-Men: First Class,64,62 people and 2 mutants
1198,Bless the Child,6,6
1199,Killer Joe,2,2
1200,Bourne Legacy,19,"16 people, a wolf, a fox and an elk"
1201,Blessed,6,5 and a fetus
1235,Following,2,2
1202,Death Wish 4: The Crackdown,43,43
1203,In Bruges,5,5
1204,The Last Lovecraft: Relic of Cthulhu,29,"17 people, 1 merman, 2 deep sea creature pets, 1 half-breed, 1 star slayer scream dude, 5 elder things and 2 dinosaurs"
1205,The Afflicted,6,6
1206,My Year Without Sex,1,1 fish
1207,Madhouse,1,1 snake
1208,Blubberella,31,23 people and 8 vampires
1209,Tucker & Dale vs. Evil,14,14
1210,Die You Zombie Bastards!,35,"6 people, 14 zombies, 3 ninjas, 3 robots, 2 disobedient dogmen, 3 mosquito warlords, 1 fly, amphibian guy, Nefarious and Vlad the Impaler"
1211,"Filth to Ashes, Flesh to Dust",10,10
1212,The Butchers,12,3 people and 9 chickens
1213,The Ledge,1,1
1214,Mansfield Park,1,1
1215,Taken 2,26,26
1216,Butchered,11,10 and a dog
1217,Edge of Sanity,6,6
1218,Grim Reaper,7,7
1219,The Dentist,4,3 and a dog
1220,The Tall Man,1,1
1221,Skipped Parts,1,1 fetus
1222,Shooters,9,9
1224,Sheltered,10,10
1225,Hollow Man,9,"6 people, a rat, a fly and a dog"
1226,The Curve,2,2
1227,Hollywoodland,2,2
1228,Kate's Addiction,4,4
1229,From Paris with Love,48,48
1230,"Blood, Guts, Bullets and Octane",13,13
1231,Total Recall (2012),50201,"195 people, 50,006 synthetic police"
1232,Hollow Man 2,11,11
1233,Winter's Bone,4,4 squirrels
1234,Eve's Bayou,4,4 and 0 motherfuckers
1236,Bloodsport,2,2 bodies and Van Damme gave us 10 full horizontal splits
1237,Collateral,15,15
1238,Pandorum,2176,"2,174 and 2 grasshoppers"
1240,Raising Arizona,1,1
1241,Cat People,5,"3, a bunny, and a panther-person"
1242,Bad Ass,4,4
1243,Beneath the Dark,4,4
1244,Deadfall Trail,8,"2 people, a beetle, 2 mealworms, 2 rabbits and an unknown bug"
1245,Mr. Hush,5,4 and a vampire
1246,Mary Horror,16,16 and an eyeball
1247,An American Werewolf in London,14,12 and 2 werewolves
1248,Judge Dredd,231,231 and an ABC robot
1249,Extremely Loud & Incredibly Close,2763,"2,763"
1250,Hot Shots!,12,12
1251,The Imaginarium of Doctor Parnassus,9,"6, 2 flies and a chicken"
1252,Aqua Teen Hunger Force Colon Movie Film for Theaters,17,"2 people, 2 cats, 9 chocolate unicorns, 1 fly, 1 Insanoflex, 1 caterpillar and Chicken Bittle"
1253,Water for Elephants,6,5 and a horse
1254,The Dead One (El Muerto),3,3
1255,Hide and Creep,25,8 people and 17 zombies
1256,Spawn,62,"39, 20 maggots, 2 worms and 1 Violator"
1257,Wonder Woman,96,"85, 2 fire breathing dragon dogs, 1 cyclops, 1 pegasus, 1 minotaur, 1 rat, 3 gargoyles, Deimos & Ares"
1258,Melancholia,7021836029,"7,021,836,029"
1259,Barb Wire,31,31
1260,Spaceballs,19,19
1261,The Best Exotic Marigold Hotel,1,1
1262,Kinsey,1,1
1263,Take Me Home,1,1
1264,Blade II,239,"34 people, 23 vampires, 86 reapers and 96 reaper fetuses"
1265,Blade: Trinity,254,"195 people, 55 vampires, 3 vampire dogs and Dracula"
1266,The Baytown Outlaws,44,44
1267,Skyfall,50,50 and 2 bitches banged
1268,Amityville Haunting,12,12
1269,Grace,53,"3 people, 2 rats and 48 flies"
1270,Bitten,7,"4 people, 2 vampires and a cat"
1271,Before the Devil Knows You're Dead,6,6
1272,Hot Shots! Part Deux,317,"315 people, a dog and a chicken"
1273,Superman,2000000004,4 and the planet Krypton
1274,Spider-Man,19,19
1275,Spider-Man 2,5,4 and Doc Ock
1276,X2,33,31 and 2 mutants
1277,Harry Potter and the Sorcerer's Stone,3,2 and a unicorn
1278,Pain & Gain,2,2
1279,Rampage,70,70
1280,17 Girls,1,1 fetus
1281,Silent House,1,1
1282,Spider-Man 3,3,2 and the Venom Symbiote
1283,Fantastic Four,4,4
1284,Fantastic Four: Rise of the Silver Surfer,2,2
1285,Daredevil,11,10 and a fly
1286,Uncertainty,1,1
1287,Fierce People,1,1
1288,The Shining,5,5
1289,Elektra,22,22
1290,Cabin Fever,19,"16 people, a pig, a dog and a deer"
1291,Supergirl,1,1
1292,Moonrise Kingdom,2,1 dog and 1 fish
1293,Pig Hunt,22,"16 people, a dog, a horse, a snake, a deer, a hog and The Ripper (a 3,000 lb hog)"
1294,Catwoman,3,3
1295,Captain America: The First Avenger,105,105
1296,Superman II,10,9 and a snake
1373,DeadHeads,32,18 people and 14 zombies
1297,Incredible Hulk Returns,2,2
1298,Trial of the Incredible Hulk,2,2
1299,Death of the Incredible Hulk,5,4 and the Incredible Hulk
1300,The Incredibles,24,"17, 5 bugs and 2 Omnidroid robots"
1301,The Hangover Part III,9,"4 people, 2 chickens, 2 dogs and a giraffe"
1302,Black Water,7,"3 people, 1 fetus, 2 bugs and a crocodile"
1303,Day After Tomorrow,2500500000,Most of the Northern Hemisphere
1304,Fast Five,35,35
1305,Jesus Henry Christ,5,5
1306,Shiver,8,7 and a sheep
1307,Slaughtered,10,10
1308,The Darjeeling Limited,1,1
1309,Return to Paradise,1,1
1310,The Immaculate Conception of Little Dizzle,4,4 blue butt fish babies
1311,Truth or Die,7,7
1312,Frogs,9,"7 people, 1 snake and an alligator"
1313,Tank Girl,95,"93 people, 1 Ripper and a yak"
1314,Dark House,20,20
1315,The Big White,1,1
1316,Dodgeball: A True Underdog Story,1,1
1317,Bad Kids Go to Hell,7,6 and a bug
1318,Hunger,7,7
1319,Albino Alligator,8,8
1320,Superman III,1,1 self aware supercomputer
1321,The Longest Yard,2,1 and a Bentley
1322,Love and a .45,13,8 and 5 bugs
1323,Bad Girl Island,4,4
1324,The Dark Knight Rises,112,111 plus Bane
1325,Intermedio,11,9 and 2 chickens
1326,Butter (2011),2,2
1327,The Tortured,2,2
1328,The House of the Devil,3,3
1329,Gone,1,1
1330,The Perfect Family,1,1 fetus
1331,From Dusk Till Dawn 2: Texas Blood Money,43,37 people and 6 vampires
1332,Ned Kelly,37,"31 people, 2 horses, 2 boar, a monkey and a lion"
1333,Monkey Shines,6,"4 people, a bird and a monkey"
1334,The Woman,6,"4 people, a wolf and a fish"
1335,Someone's Knocking at the Door,4,4
1336,From Dusk Till Dawn 3: The Hangman's Daughter,54,"35 people, 18 vampires and a horse"
1337,Joe + Belle,1,1
1338,Straight A's,1,1
1339,All Good Things,4,"2 people, a fetus and a dog"
1340,House at the End of the Street,5,5
1341,Snow White: A Tale of Terror,13,"8 people, 1 stillborn baby, 1 horse, 1 pig, 1 bird and a crow"
1342,Sweet Karma,9,9
1343,Scarecrows,6,6
1344,Little Birds,1,1
1345,The Puffy Chair,1,1 puffy chair
1347,Shriek If You Know What I Did Last Friday the 13th,15,13 people and 2 bugs
1348,Cult of the Damned,2,2
1349,360,2,2
1350,I Am Omega,103,"3 people, 31 mutant creatures and a hive"
1351,The Karate Kid (2010),1,1 fly
1352,Superman IV: The Quest for Peace,1,Nuclear Man
1353,Detention,9,9
1354,Dark Shadows,23,"21 people, a witch and a dog"
1355,True Lies,87,87
1356,Big Money Rustlas,10,9 and a bird
1357,Manic,1,1
1358,Virginia,1,1
1359,Death Racers,46,45 and Metal Man 
1360,Ed and His Dead Mother,22,2 people and 20 bugs
1361,Your Highness,26,"22 people, a pixie, a minotaur, mother witch and Leezar"
1362,"New York, I Love You",1,1
1363,Hannah Free,1,1
1364,Scott Pilgrim vs. The World,26,26
1365,Penny Dreadful,5,5
1366,Branded,3,2 people and a red cow
1367,Meeting Evil,18,18 people and 1 motherfucker
1368,Lethal Weapon,28,28
1369,Lethal Weapon 2,28,28
1370,Blood Slaughter Massacre,42,42
1371,The Box,8,8
1372,Ted Bundy,18,18
1374,Hick,3,3
1375,Face/Off,46,46
1376,Cool World,1,1
1377,Cool and the Crazy,1,1
1378,Pieces,7,7
1379,Nine Dead,10,10
1518,Static (a.k.a. Glitch),4,4
1380,Scarface (1932),30,30
1381,Elizabeth,482,482
1382,Elizabeth: The Golden Age,704,704
1383,"Haunted House, A Haunted House",2,1 and a dog
1384,The Lincoln Lawyer,2,1 and a dog
1385,Kick-Ass 2,26,26
1386,John Dies at the End,10018,"13, a fly, a dog, 3 space slugs and a swarm of white parasite things"
1388,The Lorax,1,1 firefly
1389,Nature Calls,1,1
1390,Looper,50,50
1391,Brotherhood of Murder,3,3
1392,The Magician ,2,2
1393,The Conjuring,7,1 dog and 6 birds
1394,The Help,3,"1 person, 1 fetus and a chicken"
1395,The Deer Hunter,36,34 and 2 deer
1396,The Expendables 2,417,417 (203 before the title)
1397,Jack Reacher,18,18
1398,Jacob,15,"13, a cat and a raccoon"
1399,We're the Millers,1,1 shark
1400,What to Expect When You're Expecting,1,1 fetus
1401,Dredd,87,87
1402,Radioland Murders,7,7
1403,The Conspirator,6,6
1404,Shark Night,11,9 people and 2 sharks
1405,Down to the Bone,1,1 mouse
1406,The Next Karate Kid,1,1 spider
1407,Kickboxer,3,3
1408,"Death Proof, Grindhouse",6,6
1409,"Planet Terror, Grindhouse",169,"32 people, 136 infected and a dog"
1410,"O Brother, Where Art Thou?",14,"7 people, a chicken, 2 gophers, 2 cows, a toad and a dog"
1411,Argo,1,1
1412,Budz House,1,1
1413,Vanity Fair,13302,2 and the Battle of Waterloo
1414,Puncture,2,2
1415,Animal Room,4,3 and a bunny
1416,"Mission: Impossible, Mission Impossible",38,"7 people, a rat and 30 fish"
1417,Confessions of a Dangerous Mind,13,13
1418,The Last Godfather,4,4
1419,Toast,2,2
1420,Wake the Witch,2,2
1421,Road Kill,4,4
1422,Armageddon,434119870,"2,405,324 people and 431,714,546 dinosaurs"
1423,Slave,12,12
1424,Assault of the Sasquatch,16,"14, a bear and a dog"
1425,The Cold Light of Day,19,19
1426,My Own Private Idaho,2,2
1427,Acts of Worship,1,1
1428,White Irish Drinkers,1,1
1429,Feeding Grounds,9,9
1430,House of Fears,9,9
1431,Halloween: Dia de Muertos,7,7
1432,Bikini Girls on Ice,12,11 and a dog
1433,Megan is Missing,1,1
1434,Igby Goes Down,1,1
1435,Slither,201,"97 people, 77 alien slugs, 11 dogs, 8 cats, 3 coyotes, 2 cows, a mare, a possum and a deer"
1436,Delhi Belly,6,6
1437,Clue,7,7
1438,Mad Max 2: The Road Warrior,42,"39 people, a rabbit, a snake and a dog"
1439,Road Trip: Beer Pong,1,1 boar
1440,The Great Muppet Caper,1,1 fly
1441,Mad Max Beyond Thunderdome,8,7 and a horse
1442,Killer Elite,17,17
1443,Krull,44,"42 people, a cyclops and a beast"
1444,The Perks of Being a Wallflower,1,1
1445,Do the Right Thing,1,1
1447,Pleasures of the Damned,17,14 people and 3 zombies
1448,The Great Gatsby (2013),3,3
1449,Belly,20,20
1450,Derailed,13,13
1451,Home Sweet Home,9,9
1452,Crazy Eyes,1,1
1453,The United States of Leland,1,1
1454,The Frighteners,21,20 and a fly
1455,The Dark Crystal,7,"2 Skeksis, 2 Mystic, 2 Landstriders and a crawly"
1456,Mask Maker,12,11 and a baby
1457,Bourne Identity,9,8 and a dog
1458,Choke,1,1
1459,Explicit Ills,1,1
1460,Bourne Supremacy,9,9
1461,Harry Potter and the Chamber of Secrets,8,"1 snake, 1 basilisk and some mandrake roots"
1462,Harry Potter and the Prisoner of Azkaban,4,2 birds and 2 bats
1463,Zulu,372,"369 people, a cheetah, a gazelle and a cow"
1464,Infamous (2006),6,6
1465,Paranormal Activity 4,2,2
1466,American Zombie,2,2
1467,Apollo 18,4,3 astronauts and a spider moon rock
1468,Scanners,20,20
1469,Don't Be Afraid of the Dark,3,1 and 2 evil ass fairies
1470,$5 a Day,1,1
1471,The Extra Man,1,1
1472,Carrie,135,134 and a pig
1474,"Cadaver Christmas, A Cadaver Christmas",24,23 zombies and Sam the ex-cop
1475,The Lifeguard,1,1
1476,"Perfect Ending, A Perfect Ending",1,1
1478,Body Count,7,7
1479,Iron Man 3,62,62 people and 1 exploding plant
1480,Seven Psychopaths,14,14
1481,Diggers,1,1
1482,The Odd Life of Timothy Green,1,1
1483,Chernobyl Diaries,6,6
1484,Olympus Has Fallen,223,222 and a dog
1485,The Hobbit: An Unexpected Journey,308,"13 men, 55 dwarves, 33 orcs, 3 trolls, a stone-giant, 185 goblins, the Goblin King, 16 wargs and a snail"
1486,It's a Disaster,2,2
1487,Jolene,2,2
1488,Killing Season,8,8
1489,Thumbelina,2,1 fly and 1 frog
1490,American Hustle,1,1
1491,Weirdsville,6,5 and a rat
1492,The Butcher (2007),4,4
1493,The Woman in Black,8,8
1494,Maniac (2012),8,8
1496,Sinister,4,3 and a scorpion
1497,The Heat,5,5
1498,The Tale of Sweeney Todd,4,4
1499,Meet Bill,1,1 duck
1500,Cannibal Holocaust,17,"10 natives, 1 soldier, 3 bugs, 2 fish and a muskrat"
1501,High School Hellcats,2,2
1502,Broken City,2,2
1503,Redemption,10,10
1504,The Legend is Born: Ip Man,6,5 and an unborn child
1505,The Lady Vanishes,6,6
1506,Thelma & Louise,1,1
1507,The Details,4,"1, a fetus, a cat and a racoon"
1508,Office Space,2,1 and a fish
1509,The Place Beyond the Pines,1,1
1510,The Rescuers Down Under,1,1
1511,Sunshine Cleaning,2,2
1512,Sheriff Tom vs. the Zombies,66,17 people and 49 zombies
1513,Burke & Hare,22,18 and 4 horses
1515,Stash House,7,6 and a raccoon
1516,Little Boy Blue,5,5
1517,Legends of the Fall,8765,"8,763 people, 1 cow and 1 unidentified animal"
1519,The Talented Mr Ripley,5,4 and an unborn child
1521,King of New York,29,29
1522,ParaNorman,2,1 and a fly
1523,Veronica Mars,2,2
1524,The Watch,117,"4 people, a cow, and 112 aliens"
1525,The Butcher (2009),35,35
1526,The Last House on the Left,6,6
1527,Maniac (1980),6,6
1528,Rosemary's Baby,2,2
1529,Snitch,16,16
1530,Hansel & Gretel Get Baked,8,6 people and 2 zombies
1531,Punk Rock Holocaust,2289,"2,288 people and a robot"
1532,Alyce Kills,6,6
1533,Boarding Gate,3,3
1534,Seeking a Friend for the End of the World,3,3
1535,Transformers: Dark of the Moon,129069,"129,017 people, 34 Decepticons, 7 Autobots, 10 more robots and a bird"
1536,The Seasoning House,17,17
1537,Lee Daniels' The Butler,6,6
1538,Elysium,69,69
1539,Harry Potter and the Goblet of Fire,4,3 and a bug
1540,Gravity,4,4
1541,The Grand Budapest Hotel,12,11 and a cat
1542,Mother's Day (2010),11,11
1543,Fargo,7,7
1544,Tuesdays with Morrie,1,1
1545,The Purge,19,19
1546,Street Trash,13,13
1547,Snow White and the Huntsman,66,"63, a dwarf, a horse and the Evil Queen"
1548,The Witches,5,"2 people, 2 witches and the Grand High Witch"
1549,Bad Lieutenant,1,1
1550,G.I. Jane,15,15
1551,Assault on Precinct 13 (2005),22,22
1552,Don't Tell Mom the Babysitter's Dead,1,1
1553,Clockers,4,4
1554,Django Unchained,56,"52 people, 4 horses and 5 motherfuckers"
1555,On the Inside,8,8
1556,Amityville: A New Generation,5,5
1557,Would You Rather,9,9
1558,Mud,5,5
1559,Last Kind Words,4,4
1560,R.I.P.D.,8,8
1561,The Counselor,8,8
1562,Fear,6,5 and a dog
1563,"After Fall, Winter",3,3
1564,Stoker,6,5 and a bird
1565,Next,2,2
1566,Flowers in the Attic (2014),5,"3, a deer and a mouse"
1567,Code 46,2,1 and a fetus
1568,Harry Potter and the Order of the Phoenix,1,1
1569,Tromeo and Juliet,8,7 and a mouse
1570,Lucy,44,"41, a bug, a fish and a gazelle"
1571,Homefront,11,11
1572,Choose,6,6
1573,Robocop (1987),140,139 and 1 ED-209
1575,Intolerable Cruelty,2,2
1576,Joyride,2,2
1577,Shark Week,14,10 and 4 sharks
1578,Gothic,100,A plate full of leeches
1579,Insidious: Chapter 2,1,1
1580,Red Water,13,"10, 2 sharks and a fish"
1581,Novocaine,2,2
1582,48 Hrs.,8,8
1583,Mutant Species,20,"18, a bug and Walter the mutant"
1584,The Devil's Carnival,3,3
1585,The Wild Bunch,1145,"138, 2 horses, 5 scorpions and 1,000 ants"
1586,"Se7en, Seven",5,4 and a fetus
1587,Million Dollar Baby,1,1
1588,American Beauty,1,1
1589,Once Upon a Time in the West,35,33 and 2 birds
1590,The Vicious Kind,0,0
1591,Mr. Popper's Penguins,0,0
1592,Intimate Affairs,0,0
1593,Source Code,0,0
1594,Jack Goes Boating,0,0
1595,Sharknado,228,"22 people, 205 sharks and a duck"
1596,Starman,0,0
1597,Sleeper,0,0
1598,Mr. & Mrs. Smith (1941),0,0
1599,Julie & Jack,0,0
1600,Amanda,0,0
1601,What Dreams May Come,4,4
1602,Gentlemen Broncos,0,0
1603,"L!fe Happens, Life Happens",0,0
1604,"Tattoo, a Love Story",0,0
1605,"Jeff, Who Lives at Home, Jeff Who Lives at Home",0,0
1606,The Babymakers,0,0
1607,What's Eating Gilbert Grape,3,2 and a grasshopper
1608,Let the Right One In,8,8
1609,Compliance,0,0
1610,Waking Madison,0,0
1611,Labyrinth,0,0
1612,Cinema Verite,0,0
1613,Moneyball,0,0
1614,Valhalla Rising,16,16
1615,Lost in Translation,0,0
1616,American Loser,0,0
1617,What Doesn't Kill You,0,0
1618,Foolproof,0,0
1619,The Last Word (2008),0,0
1620,Lemony Snicket's A Series of Unfortunate Events,4,4
1621,The Big Wedding,0,0
1622,Eternal Sunshine of the Spotless Mind,0,0
1623,Juno,0,0
1624,Freaky Friday ,0,0
1625,My Big Fat Greek Wedding,0,0
1626,Aladdin,1,1
1627,The Return of Jafar,1,1
1628,Prozac Nation,0,0
1629,Jumanji,0,0
1630,Go,0,0
1631,God Bless America ,31,31
1632,The Birdcage,0,0
1633,Desert Hearts,0,0
1634,It,9,8 and Pennywise
1635,Serpico,0,0
1636,Next Stop Wonderland,0,0
1637,Trance,5,5
1638,Killing Them Softly,3,3
1639,Mr. Nobody,0,0
1640,Barry Munday,0,0
1641,Now You See Me,0,0
1642,Bullet to the Head,33,33
1643,The Giant Mechanical Man,0,0
1644,Dream a Little Dream,0,0
1645,The Vow,0,0
1646,The Prophecy,6,4 people and 2 angels
1648,The Breakfast Club,0,0
1649,Goats,0,0
1650,The Prophecy 3: The Ascent,4,2 people and 2 angels
1651,Saved!,0,0
1652,The Prophecy: Uprising,18,18
1653,The Prophecy: Forsaken,2,2
1654,Wag the Dog,4,4
1655,The Holiday,0,0
1656,Wreckage,8,7 and a dog
1657,Hitch,0,0
1658,Die,6,6
1659,Mirror Mirror,0,0
1660,Dark Nature,13,"9, a pheasant and 3 rabbits"
1661,The Pill,0,0
1662,Big Fish,1,1
1663,"Me, Myself & Irene",1,1
1664,Sexting,0,0
1665,We Need to Talk About Kevin,5,4 and a guinea pig
1666,The Best Exotic Marigold Hotel,1,1
1667,August: Osage County,1,1
1668,Won't Back Down,0,0
1669,The Internship,0,0
1670,Out of the Furnace,8, 7 and a deer
1671,12 Angry Men,0,0
1672,Camille,3,2 and a blue horse
1673,Take This Waltz,0,0
1674,Misery,2,2
1675,Scary Movie 2,5,5
1676,The Princess Bride,0,0
1677,Scary Movie 3,15,12 and 3 aliens
1678,Silver Linings Playbook,0,0
1679,Scary Movie 4,21,21
1680,Admission,0,0
1681,Scary Movie 5,3,"1, a chicken and a bird"
1682,Now and Then,0,0
1683,Scream 3,10,10
1684,The Kitchen,0,0
1685,Minority Report,3,3
1686,Ghost Dad,0,0
1687,Scream 4,12,12
1688,Children of the Corn II: The Final Sacrifice,29,28 and a cat
1689,Children of the Corn III: Urban Harvest,20,"18, a bug and a corn monster"
1690,Children of the Corn IV: The Gathering,8,7 and a cricket
1691,Children of the Corn V: Fields of Terror,18,18 and a fire monster
1692,Children of the Corn 666: Isaac's Return,8,7 and a bug
1693,Children of the Corn: Revelation,19,19
1694,Children of the Corn: Genesis,3,3
1695,Children of the Corn (2009),10,9 and a pig
1696,The Truman Show,0,0
1697,Dick Tracy (1990),29,29
1698,Mean Streets,1,1
1699,What Planet Are You From?,2,2
1700,Mallrats,0,0
1701,Airport (1970),1,1
1702,Gone Girl,1,1
1703,Finder's Fee,0,0
1704,After Earth,51,"21, 20 monkeys, 7 giant bird babies, 1 cave rat (eaten by a flying snake!), 1 giant bird and 1 URSA"
1705,Hedwig and the Angry Inch,0,0
1706,The Monuments Men,5,5
1707,Beyond the Time Barrier,27,25 and 2 mutants
1708,13 Going on 30,0,0
1709,Night of the Demons 2,9,8 people and a demon
1710,The Rescuers,0,0
1711,The Croods,23,"17, a ram bird egg, a land whale, a mammoth, a scorpion, a bird crocodile and a giant flying bug"
1712,Rocky III,1,1
1713,DeepStar Six,10,9 people and 1 giant ugly sea creature
1714,Bringing Up Bobby,0,0
1715,Titus,12,11 and a fly
1716,Robin Hood (1973),0,0
1717,Apollo 13,3,3
1718,The Guilt Trip,0,0
1719,Interstellar,6,6
1720,Her,0,0
1721,Fear and Loathing in Las Vegas,1,1 bat
1722,"Honey, I Shrunk the Kids",1,1 ant
1723,Edge of Tomorrow,0,0
1724,Dead Poets Society,1,1
1725,Dallas Buyers Club,1,1
1726,Safe House,27,27
1727,Assault on Wall Street,37,37
1728,The Switch,10,A headful of lice
1729,Scrooged,2,2
1730,Don Jon,0,0
1731,Philadelphia,1,1
1732,Little Miss Sunshine,1,1
1733,Pirate Radio,0,0
1734,New Year's Eve,1,1
1735,The Hot Flashes,0,0
1736,October Sky,1,1
1737,White Reindeer,1,1
1738,Carrie (2013),17,16 and a pig
1739,Jack Ryan: Shadow Recruit,14,14
1740,Paranormal Activity: The Marked Ones,7,7
1741,Filth,2,2
1742,Divergent,31,31
1743,25th Hour,0,0
1744,Sleeping Beauty,1,1
1745,The Little Mermaid: Ariel's Beginning,1,1
1746,The Five-Year Engagement,4,4
1747,It Runs in the Family ,47,47 fish
1748,Popcorn,7,7
1749,Prince Avalanche ,4,3 fish and a squirrel
1750,The Normal Heart,4,4
1751,Love Sick Love,2,2
1752,See Girl Run,0,0
1753,Bernie,1,1
1754,The Game,1,1
1755,Let Go,0,0
1756,Falcon Rising,34,34
1757,Identity Thief,0,0
1758,The Chronicles of Riddick,2000177,"80 humans, 96 Necromongers (aka Monger Lords), 1 quasi dead and a planet"
1759,Riddick,63,"9 humans, 3 Necromongers (aka Monger Lords), 1 alien bird, 2 alien jackals, 4 alien eels, 42 mud demons and 2 mud demon babies"
1760,Red Dragon,4,4
1761,Flight,6,6
1762,The Call,2,2
1763,Where the Wild Things Are,0,0
1764,The Glass House,7,7
1765,The Interview,30,29 and a tiger
1766,Girl Most Likely,0,0
1768,Forces of Nature,1,1 seagull
1767,The Yards,2,2
1769,Under the Tuscan Sun,1,1 scorpion and a washing machine
1770,Chef,0,0
1771,Karla,3,3
1772,Oculus,4,4
1773,Phantoms,9,8 and a dog
1774,Mental,0,0
1775,Winter's Tale,19,19
1776,Birdman,0,0
1777,Jay and Silent Bob Strike Back,1,1
1778,A Knight's Tale,1,1
1779,Full Metal Jacket,29862,"29,862"
1780,Hamlet (1996),11,11
1781,Good Will Hunting,0,0
1826,The Uninvited (2009),0,0
1782,Stake Land,43,"20 people, 20 vampires, a forest animal, a baby and a fetus"
1783,All the Boys Love Mandy Lane,8,7 and a bull
1784,Texas Chainsaw 3D ,14,14
1785,The Pursuit of Happyness,0,0
1786,Cowboys & Aliens,130,"35 people, 11 horses, 44 cows and 40 aliens"
1787,Better Living Through Chemistry,1,1
1788,Nymphomaniac: Volume 1,1,1
1789,Once Upon a Time in America,11,11
1790,Draft Day,0,0
1791,Tarzan,12,"3 people, 1 gorilla, 1 gorilla baby, 1 leopard and 6 bugs"
1792,State of Emergency,9,1 and 8 infected
1793,ATM,5,5
1794,"Honey, We Shrunk Ourselves",0,0
1795,Dreamcatcher,108,"14 people, 1 dog, 1 deer, 29 giant alien ass penis monsters, 3 alien ass worms, 19 alien ass worm babies, 40 alien ass worm eggs and 1 Duddits"
1796,Toy Soldiers,18,18
1797,Ace Ventura: Pet Detective,2,1 and a bug
1798,Escape From Tomorrow,2,1 and an android
1799,Adaptation,9,6 and 3 dinosaurs
1800,Lord of War,69,69
1801,Black Sunday (1960) a.k.a The Mask of Satan,9,"6, 1 bat and 2 dogs"
1802,The Secret Life of Walter Mitty,0,0
1803,Dark Planet,17,17
1804,Iron Golem a.k.a. Iron Invader a.k.a. Metal Shifters,8,7 and 1 alien bacteria defeated by whiskey
1805,Haunter,1,1
1806,Mother's Boys,1,1
1807,Amityville 3-D,4,4
1808,Captain Phillips,3,3
1809,City of God,43,43
1810,Violet & Daisy,20,20
1811,Devil Seed,3,3
1812,Showgirls,0,0
1813,Henry: Portrait of a Serial Killer,10,10
1814,The China Syndrome,1,1
1815,One True Thing,1,1
1816,Black Rock,4,4
1817,4.3.2.1,0,0
1818,Jailbait,3,3
1819,Breaking the Girls,2,2
1820,Byzantium,12,10 and 2 vampires
1821,Hit & Run,0,0
1822,Columbus Circle,5,5
1823,Cypher,16,16
1824,The Horse Whisperer,1,1
1825,Another Happy Day,1,1
1827,A Million Ways to Die in the West,16,16
1828,Teeth & Blood,4,1 human and 3 vampires
1829,22 Jump Street,4,4
1830,Frozen,6,1 ship
1831,High Road,0,0
1832,Mars Attacks!,204,"122 people, 78 aliens, 2 dogs, 1 dove and 1 bird"
1833,Snowpiercer,15136,136 people and a vat of bugs
1834,Cocktail,1,1
1835,Pusher (2012),1,1
1836,Romancing the Stone,5,"3, a snake and a crocodile"
1837,Transcendence,17,17
1838,Highway to Hell,139,"137 people, a demon and Hellcop"
1839,Young Frankenstein,0,0
1840,Ice Age,20,"1, 18 dodos and 1 saber-toothed tiger"
1841,Changeling,11,11
1842,In Dreams,5,5
1843,Mrs. Doubtfire,0,0
1844,It Follows,3,2 people and 1 bug
1845,The Passion of the Christ,4,3 and a snake
1846,Into the Storm,7,7
1847,Monsturd,12,11 and 1 Shitman
1848,Why Stop Now,0,0
1849,Ultimate Avengers: The Movie,84,30 people and 54 aliens
1850,Pour Elle a.k.a. Anything for Her,3,3
1851,Choking Hazard,9,6 people and 3 zombies
1852,Trespassing a.k.a. Evil Remains,7,7
1853,Nightcrawler,30,30
1854,Cloud Atlas,169,168 and a dog
1855,Neighbors,0,0
1856,The Grudge,11,10 and a cat
1857,The Thirteenth Floor,6,6 simulations
1858,Just Before Dawn,6,6
1859,Being John Malkovich,0,0
1860,Vanilla Sky,1,1
1861,Perfect Sisters,1,1
