,Release Date,Movie,Genre,ProductionBudget,BoxOffice
1363,2000-10-27,book of shadows: blair witch 2,horror,15000000,26421314
1372,1992-07-01,boomerang,comedy,42000000,65337168
1388,2006-11-03,borat,comedy,18000000,128505958
1407,1989-12-20,born on the fourth of july,drama,14000000,65441414
1413,2014-09-10,born to fly: elizabeth streb vs gravity,documentary,500000,1822
1433,1996-02-21,bottle rocket,adventure,5000000,407488
1434,2008-08-06,bottle shock,drama,5000000,4048523
1440,2000-11-17,bounce,drama,35000000,36805288
1443,1996-10-04,bound,thriller/suspense,4500000,3798532
1463,1999-08-13,bowfinger,comedy,55000000,66365290
1464,2002-10-11,bowling for columbine,documentary,3000000,21576018
1495,2014-07-11,boyhood,drama,4000000,25379975
1496,2006-03-24,boynton beach club,romantic comedy,2900000,3127472
1499,2000-06-16,boys and girls,romantic comedy,16000000,20773721
1503,1999-10-08,boys dont cry,drama,2000000,11540607
1518,1991-07-12,boyz n the hood,drama,6500000,56190094
1532,1993-02-12,braindead,horror,3000000,242623
1534,1983-09-30,brainstorm,thriller/suspense,15000000,8921050
1170,1992-11-13,bram stokers dracula,horror,40000000,78142084
1537,2010-09-10,bran nue dae,musical,6750000,113568
1557,2012-06-22,brave,adventure,185000000,237282182
1564,1995-05-24,braveheart,drama,72000000,75545647
1570,1985-12-18,brazil,black comedy,15000000,9929135
1586,1997-05-02,breakdown,thriller/suspense,36000000,50129186
1590,1999-09-17,breakfast of champions,comedy,12000000,178287
1596,2004-05-14,breakin all the rules,romantic comedy,9000000,12232382
1631,2006-03-31,brick,drama,450000,2075743
1632,2008-06-20,brick lane,drama,2500000,1094998
1633,2014-04-25,brick mansions,action,28000000,20396829
1634,2005-02-11,bride & prejudice,musical,7000000,6601079
1638,1998-10-16,bride of chucky,horror,25000000,32368960
1642,2009-01-09,bride wars,comedy,30000000,58715510
1647,2011-05-13,bridesmaids,comedy,32500000,169106725
1649,2015-10-16,bridge of spies,thriller/suspense,40000000,72313754
1654,2007-02-16,bridge to terabithia,drama,25000000,82234139
1658,2004-11-12,bridget jones: the edge of reason,romantic comedy,50000000,40203020
1659,2001-04-13,bridget joness diary,romantic comedy,25000000,71500556
1663,2001-04-06,brigham city,thriller/suspense,1000000,852206
1666,1988-04-01,bright lights big city,drama,25000000,16118077
1667,2009-09-17,bright star,drama,8500000,4444637
1672,2011-08-26,brighton rock,drama,11000000,224631
1675,2000-08-25,bring it on,comedy,10000000,68353550
1680,2003-03-07,bringing down the house,comedy,20000000,132675402
1681,1999-10-22,bringing out the dead,black comedy,32000000,16640210
1699,2005-12-09,brokeback mountain,drama,13900000,83043761
1700,1999-08-13,brokedown palace,drama,25000000,10115014
1703,1996-02-09,broken arrow,action,65000000,70640985
1706,2013-01-18,broken city,thriller/suspense,35000000,19701164
1721,1999-07-02,broken vessels,drama,600000,15030
1726,2009-10-09,bronson,drama,230000,104979
1741,2007-05-11,brooklyn rules,drama,8000000,458232
1742,2010-03-05,brooklyns finest,thriller/suspense,17000000,27163593
1743,2001-07-20,brother,thriller/suspense,12000000,450594
1751,2015-04-24,brotherly love,drama,1900000,478595
1753,2015-08-14,brothers,action,13000000,656688
1752,2009-12-04,brothers,drama,26000000,28544157
1774,2002-10-11,brown sugar,romantic comedy,8000000,27362712
1779,2003-05-23,bruce almighty,comedy,81000000,242704995
1783,2009-07-10,brüno,comedy,42000000,60054530
1791,2003-09-19,bubba ho-tep,comedy,1000000,1184656
1792,2006-01-27,bubble,drama,1600000,145382
1793,2001-08-24,bubble boy,comedy,13000000,5002310
1805,2011-09-09,bucky larson: born to be a star,comedy,10000000,2529395
1820,1998-06-26,buffalo 66,comedy,1500000,2180752
1822,2003-07-25,buffalo soldiers,comedy,15000000,353743
1823,1992-07-31,buffy the vampire slayer,horror,7000000,13662164
1824,2007-05-25,bug,drama,4000000,7006708
1838,2013-02-01,bullet to the head,action,55000000,9489829
1841,2003-04-16,bulletproof monk,action,52000000,23010607
1842,1994-10-21,bullets over broadway,comedy,20000000,13202987
1848,2001-07-13,bully,drama,2100000,881824
1850,1998-05-15,bulworth,comedy,30000000,26525834
1868,2010-09-24,buried,thriller/suspense,1987650,1044143
1871,2010-11-24,burlesque,drama,55000000,39440655
1873,2012-07-20,burn,documentary,225000,1109276
1874,2008-09-12,burn after reading,black comedy,37000000,60355347
1885,2015-10-30,burnt,comedy,20000000,13651946
1907,2000-07-07,but im a cheerleader,comedy,1200000,2205627
1909,1969-10-24,butch cassidy and the sundance kid,western,6000000,102308900
1925,2015-02-27,butterfly girl,documentary,180000,8956
1940,2015-11-13,by the sea,drama,20000000,538460
297,2010-03-26,ca$h,thriller/suspense,7000000,46488
16,2003-09-12,cabin fever,horror,1500000,21158188
24,2005-12-23,caché,drama,8000000,3647381
27,1980-07-25,caddyshack,comedy,6000000,39846344
32,2008-12-05,cadillac records,drama,12000000,8138000
68,2008-10-10,call+response,documentary,200000,212989
96,2007-07-18,cama adentro,drama,800000,200433
122,2004-07-16,camping sauvage,comedy,4600000,3479302
149,1998-06-12,cant hardly wait,comedy,10000000,25339117
127,1980-01-01,cant stop the music,musical,20000000,2000000
158,1991-11-15,cape fear,thriller/suspense,35000000,79091969
164,2009-09-23,capitalism: a love story,documentary,20000000,14363397
166,2005-09-30,capote,drama,7000000,28750530
171,2011-07-22,captain america: the first avenger,action,140000000,176654505
174,2014-04-04,captain america: the winter soldier,action,170000000,259746958
175,2001-08-17,captain corellis mandolin,drama,57000000,25528495
179,2013-10-11,captain phillips,drama,55000000,107136417
184,2015-09-18,captive,drama,2000000,2583301
198,1978-01-01,caravans,adventure,14000000,1000000
227,2010-10-15,carlos,drama,18000000,145526
236,2011-12-16,carnage,drama,25000000,2546747
257,1976-11-16,carrie,horror,1800000,25878153
258,2013-10-18,carrie,horror,30000000,35266619
264,2006-06-09,cars,comedy,70000000,244082982
265,2011-06-24,cars 2,adventure,200000000,191450875
280,2006-08-11,casa de areia,drama,3750000,539285
282,2012-03-16,casa de mi padre,comedy,6000000,5909483
285,1943-01-23,casablanca,drama,1039000,10462500
289,2010-10-01,case 39,horror,27000000,13261851
301,1995-11-22,casino,drama,52000000,42388160
302,2010-12-17,casino jack,thriller/suspense,12500000,2039869
304,1967-04-28,casino royale,comedy,12000000,22744718
305,2006-11-17,casino royale,action,102000000,167220102
306,1995-05-26,casper,comedy,55000000,100237375
310,2000-12-22,cast away,drama,85000000,233632142
323,1958-09-20,cat on a hot tin roof,drama,3000000,17570324
324,1942-11-16,cat people,drama,134000,4000000
325,1982-04-02,cat people,drama,12500000,7000000
332,2006-10-27,catch a fire,thriller/suspense,14000000,4299773
336,2002-12-25,catch me if you can,drama,52000000,164606800
337,2004-02-06,catch that kid,adventure,18000000,16703799
330,1970-06-24,catch-22,comedy,18000000,24911670
348,2001-07-04,cats & dogs,comedy,60000000,93375151
349,2010-07-30,cats & dogs: the revenge of kitty galore,comedy,85000000,45539292
350,1997-03-26,cats dont dance,musical,32000000,3562749
355,2004-07-23,catwoman,action,100000000,40202379
371,2006-05-26,cavite,thriller/suspense,7000,70071
379,2000-08-11,cecil b demented,black comedy,10000000,1276984
380,2011-02-11,cedar rapids,comedy,10000000,6861102
383,1998-11-20,celebrity,comedy,12000000,5032496
384,2012-08-03,celeste and jesse forever,romantic comedy,840000,3103407
392,2004-09-10,cellular,thriller/suspense,45000000,32003620
404,2000-05-12,center stage,drama,18000000,17200925
406,1998-11-20,central do brasil,drama,2900000,5969553
409,2010-08-27,centurion,action,15000000,123570
2,1969-05-28,cera una volta il west,western,5000000,5321508
415,2011-02-11,certifiably jonathan,comedy,1200000,7826
425,2007-06-29,chacun sa nuit,thriller/suspense,1900000,18435
428,2010-10-01,chain letter,horror,3000000,205842
430,1996-08-02,chain reaction,action,55000000,20550712
433,1998-03-13,chairman of the board,comedy,7000000,306715
466,2008-10-24,changeling,thriller/suspense,55000000,35739802
468,2002-04-12,changing lanes,thriller/suspense,45000000,66790248
483,2015-03-06,chappie,action,49000000,31569268
488,1981-09-25,chariots of fire,drama,5500000,55222653
493,2005-07-15,charlie and the chocolate factory,comedy,150000000,206459076
495,2008-02-22,charlie bartlett,comedy,12000000,3950294
500,2010-07-30,charlie st cloud,drama,44000000,31162545
502,2007-12-21,charlie wilsons war,drama,75000000,66661095
504,2000-11-03,charlies angels,action,90000000,125305545
506,2003-06-27,charlies angels: full throttle,action,120000000,100814328
511,2006-12-15,charlottes web,drama,82500000,82599768
513,2002-09-27,charly,comedy,950000,813685
520,1997-04-04,chasing amy,romantic comedy,250000,12006514
524,2004-01-09,chasing liberty,romantic comedy,23000000,12189514
526,2012-10-26,chasing mavericks,drama,20000000,6002756
527,2003-04-16,chasing papi,comedy,9000000,6126237
550,2014-03-21,cheap thrills,thriller/suspense,100000,59424
551,2003-12-25,cheaper by the dozen,comedy,40000000,138614544
552,2005-12-21,cheaper by the dozen 2,comedy,60000000,82571173
577,2009-06-26,cheri,drama,23000000,2715657
579,2012-05-25,chernobyl diaries,horror,1000000,18119640
599,2002-12-27,chicago,musical,30000000,170687518
610,2005-11-04,chicken little,adventure,60000000,135386665
611,2000-06-21,chicken run,adventure,42000000,106793915
617,2015-04-17,child 44,thriller/suspense,50000000,1224330
624,2006-12-25,children of men,thriller/suspense,76000000,35327768
634,1988-11-09,childs play,horror,9000000,31605639
635,1990-11-09,childs play 2,horror,13000000,25459435
639,1999-09-01,chill factor,action,34000000,11263966
654,2006-05-04,chinjeolhan geumjassi,thriller/suspense,4500000,211667
664,2010-03-26,chloe,thriller/suspense,13000000,3075255
667,2000-12-15,chocolat,drama,25000000,71309760
672,2005-09-16,chocolate: deep dark secrets,thriller/suspense,1000000,49000
678,2008-09-26,choke,comedy,3400000,2926565
746,2004-11-24,christmas with the kranks,comedy,50000000,73701902
752,2012-02-03,chronicle,thriller/suspense,12000000,64575175
764,2000-07-14,chuck&buck,drama,250000,1055671
6,1984-08-31,chud,horror,1250000,4700000
781,2003-01-17,cidade de deus,drama,3300000,7563397
790,2013-05-03,cinco de mayo la batalla,action,10000000,173472
791,1950-02-15,cinderella,drama,2900000,85000000
793,2015-03-13,cinderella,drama,95000000,201151353
795,2005-06-03,cinderella man,drama,88000000,61649911
803,2010-08-27,circle,horror,2000000,10024
812,2011-08-26,circumstance,drama,900000,454121
55,2009-10-23,cirque du freak: the vampires assistant,action,40000000,14046595
818,2012-12-21,cirque du soleil: worlds away,drama,25000000,12512862
833,2002-09-06,city by the sea,drama,40000000,22433915
834,1996-02-16,city hall,drama,40000000,20231760
836,2010-03-19,city island,comedy,6000000,6671036
839,1998-04-10,city of angels,drama,55000000,78745923
840,2008-10-10,city of ember,adventure,38000000,7871693
841,2003-04-25,city of ghosts,drama,17500000,325491
856,2003-08-29,civil brand,drama,500000,254293
858,2008-03-07,cj7,comedy,20000000,206678
869,1981-06-12,clash of the titans,adventure,15000000,30000000
868,2010-04-01,clash of the titans,action,125000000,163214888
873,1982-08-20,class of 1984,drama,3250000,6965361
879,1998-09-25,clay pigeons,thriller/suspense,8000000,1789892
880,2006-04-28,clean,drama,10000,138711
886,1994-08-03,clear and present danger,action,62000000,121832939
891,1963-06-12,cleopatra,drama,42000000,57000000
893,1994-10-19,clerks,comedy,27000,2852326
894,2006-07-21,clerks ii,comedy,5000000,24148068
896,2006-06-23,click,comedy,82500000,137340146
900,1993-05-28,cliffhanger,action,65000000,84049211
913,2002-03-29,clockstoppers,adventure,26000000,36985501
917,1977-11-16,close encounters of the third kind,adventure,20000000,166000000
924,2004-12-03,closer,drama,35000000,33987757
938,2012-10-26,cloud atlas,drama,102000000,27108272
942,2009-09-18,cloudy with a chance of meatballs,comedy,100000000,124870275
943,2013-09-27,cloudy with a chance of meatballs 2,adventure,78000000,119793567
944,2008-01-18,cloverfield,action,25000000,80048433
947,2004-02-27,club dread,comedy,8500000,5001655
955,1995-07-01,clueless,comedy,13700000,56598476
959,2005-01-14,coach carter,drama,45000000,67264877
960,1980-03-07,coal miners daughter,drama,15000000,67182787
982,2009-09-25,coco avant chanel,drama,23000000,6113834
995,2007-01-05,code name: the cleaner,comedy,20000000,8135024
1028,2003-12-25,cold mountain,drama,80000000,95632614
1044,2004-08-06,collateral,action,60000000,100170152
1046,2002-02-08,collateral damage,action,85000000,40048332
1049,2008-08-29,college,comedy,6000000,4694491
1059,2011-08-26,colombiana,thriller/suspense,40000000,36665854
1089,2006-11-10,come early morning,drama,6000000,119452
1115,1978-01-01,coming home,drama,3000000,32653000
1123,1985-10-04,commando,action,10000000,34896317
1142,2001-03-09,company man,comedy,12000000,146028
1151,2012-08-17,compliance,drama,270000,319285
1157,1997-06-06,con air,action,80000000,101087161
1159,2011-08-19,conan the barbarian,action,90000000,21295021
1161,1982-05-14,conan the barbarian,action,20000000,38264085
1162,1984-06-29,conan the destroyer,action,18000000,26365298
1174,2015-12-25,concussion,drama,35000000,34531832
1187,2002-12-31,confessions of a dangerous mind,drama,29000000,16003576
1191,2004-02-20,confessions of a teenage drama queen,comedy,15000000,29302097
1196,2003-04-25,confidence,drama,15000000,12212417
1204,1995-06-09,congo,adventure,50000000,80998938
1213,2004-04-16,connie & carla,comedy,20000000,8047525
1226,1997-08-08,conspiracy theory,thriller/suspense,80000000,76081498
1231,2005-02-18,constantine,action,75000000,75500759
1236,1997-07-11,contact,drama,90000000,100769177
1237,2011-09-09,contagion,thriller/suspense,60000000,75658097
1249,2012-01-13,contraband,action,25000000,66528000
1260,2007-10-10,control,drama,6400000,871577
1270,2006-08-11,conversations with other women,comedy,450000,379418
1271,2010-10-15,conviction,drama,12500000,6783129
1290,1993-10-01,cool runnings,comedy,14000000,63924600
1299,1997-08-15,cop land,drama,15000000,44810734
1300,2010-02-26,cop out,comedy,37000000,44875481
1306,1995-10-27,copycat,thriller/suspense,20000000,31925151
1307,2006-11-10,copying beethoven,drama,11000000,355968
1308,2009-02-06,coraline,adventure,60000000,75286229
1311,2011-12-02,coriolanus,drama,10000000,749641
1312,2001-10-12,corky romano,comedy,11000000,23978402
1346,1998-03-27,couloirs du temps: les visiteurs 2 les,comedy,20000000,146072
1353,2015-07-31,counting,documentary,50000,8374
1359,2010-12-22,country strong,drama,15000000,20218921
1365,2009-10-09,couples retreat,comedy,60000000,109205660
1368,1996-07-12,courage under fire,drama,46000000,58918501
1369,2011-09-30,courageous,drama,2000000,34522221
1392,2011-07-29,cowboys and aliens,action,163000000,100240551
1405,2000-08-04,coyote ugly,drama,45000000,60786269
1415,2003-02-28,cradle 2 the grave,action,25000000,34657731
1416,1999-12-08,cradle will rock,drama,32000000,2899970
1423,2006-09-01,crank,action,12000000,27838408
1424,2009-04-17,crank 2: high voltage,thriller/suspense,20000000,13684249
1425,1996-10-04,crash,drama,10000000,3168660
1426,2005-05-06,crash,drama,7303082,55334418
1444,2009-12-16,crazy heart,drama,8500000,39464306
1446,1999-10-22,crazy in alabama,drama,15000000,1954202
1453,2011-07-29,crazy stupid love,comedy,50000000,84351197
1440,2001-06-29,crazy/beautiful,drama,13000000,16929123
1457,2016-03-11,creative control,drama,1000000,6964
1460,2011-09-09,creature,horror,3000000,327000
1463,2015-11-25,creed,drama,37000000,109767581
1466,1982-11-10,creepshow,horror,8000000,20036244
1467,1987-05-01,creepshow 2,horror,3500000,14000000
1492,1995-05-12,crimson tide,action,55000000,91381194
1499,1997-10-31,critical care,drama,12000000,218158
1506,1986-09-26,crocodile dundee,comedy,8800000,168134511
1507,1988-05-25,crocodile dundee 2,adventure,14000000,109306210
1508,2001-04-20,crocodile dundee in los angeles,adventure,25000000,25590119
1510,2002-07-12,crocodile hunter: collision course,comedy,12500000,28436931
1521,1994-05-13,crooklyn,comedy,14000000,13024170
1538,2006-09-01,crossover,drama,5600000,7009668
1540,2002-02-15,crossroads,drama,12000000,37188667
1544,2000-12-08,crouching tiger hidden dragon,action,15000000,128067808
